id,fin_year,month,state_code,state_name,district_code,district_name,report_date,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
3859,2022-2023,Nov,31,UTTAR PRADESH,3175,BALRAMPUR,2022-11-01,3503303,200.673474285885,41,96,2291.419962596,10722,1,21195,3404881,856391,39639,51227,2885,424.98833,9549.101290596,81269,90207,130031,155730,3317,212520,303565,31917,6832.692998,1291463,41,73.64,76.57,100.7,
3860,2022-2023,Nov,31,UTTAR PRADESH,3180,KASHGANJ,2022-11-01,2044017,201.297637727383,38,199,3308.662365366,3933,0,7222,2004104,424459,28849,1144,75,166.99815,7509.874524966,52088,60783,89315,124749,1644,124455,197243,11155,4034.2140096,450192,12,44.16,55.83,101.12,
3861,2022-2023,Nov,31,UTTAR PRADESH,3182,HAPUR,2022-11-01,185242,194.420271350535,34,10,2.5578718,161,0,1565,180136,75870,4704,0,4,3.57227,356.3510418,5183,5594,9800,10827,60,20263,24465,1726,350.2209,63113,16,32.16,52.66,105.16,
3862,2022-2023,Nov,31,UTTAR PRADESH,3115,MEERUT,2022-11-01,875687,203.629890319075,47,22,353.710452991,997,9,5300,866787,377785,13751,6293,152,6.67113,2125.419000391,18172,20576,26031,30916,442,60017,83298,6297,1765.0374174,330997,13,59.59,83.09,107.86,
3863,2022-2023,Nov,31,UTTAR PRADESH,3119,MATHURA,2022-11-01,2378205,201.086286633699,39,66,2319.623978508,11586,16,13028,2318869,612722,41309,4252,275,149.24116,7131.792702508,59276,73806,97234,133509,1501,153731,263800,24614,4662.927564,854340,8,63.86,68.09,101.37,
3864,2022-2023,Nov,31,UTTAR PRADESH,3120,AGRA,2022-11-01,3215751,203.640977023694,41,133,4254.08962433,8542,0,14862,3170353,941200,52177,14478,793,268.07281,10978.30025863,75700,95767,119639,166847,5133,199541,300777,23404,6456.1378243,1076077,26,72.73,77.55,101.4,
3865,2022-2023,Nov,31,UTTAR PRADESH,3122,ETAH,2022-11-01,2296384,203.819573369108,43,68,2935.600742239,6354,3,12969,2248126,454313,24206,752,40,194.99502,7712.716584239,51646,57911,89556,112672,2656,160836,232379,19323,4582.120822,649465,27,72.2,72.94,103.07,
3866,2022-2023,Nov,31,UTTAR PRADESH,3134,FARRUKHABAD,2022-11-01,2279831,202.894579519355,45,84,2141.287493789,6304,6,15045,2240115,487598,23115,616,0,208.1719,6894.531303789,49253,52387,79200,90497,3747,117928,160712,21349,4545.07191,420270,33,81.57,81.91,103.3,
3867,2022-2023,Nov,31,UTTAR PRADESH,3139,JHANSI,2022-11-01,3514088,204.05643673494,54,181,3219.020318838,8895,0,16554,3443196,1109171,69799,28944,1653,235.35491,10480.438296238,63373,92166,123463,196914,9467,179228,351855,25449,7026.0630674,1297145,37,78.19,79.85,100.92,
3868,2022-2023,Nov,31,UTTAR PRADESH,3147,GONDA,2022-11-01,4750624,207.67785594777,41,133,2332.738670884,12833,8,26487,4395975,1154584,62653,4400,223,502.63896,11964.844258884,105075,113078,203570,234031,4998,390569,522424,39320,9129.466628,1729292,37,75.45,78.17,103.07,
3869,2022-2023,Nov,31,UTTAR PRADESH,3150,SULTANPUR,2022-11-01,5274147,206.137717243295,45,168,4832.073164512,22947,5,21631,5166385,1536996,67336,8714,338,402.89136,15884.832627512,113037,128323,182718,217753,9014,284418,453040,44578,10649.868103,2177579,48,54.61,57.3,101.35,
3870,2022-2023,Nov,31,UTTAR PRADESH,3153,BASTI,2022-11-01,9755769,208.278930903495,47,201,5986.713284236,21859,15,30242,9186673,2365160,103511,587,11,462.26094,25582.878534236,193699,221473,298611,377103,6320,480786,705388,52101,19133.90431,4528145,30,73.93,73.79,107.27,
3871,2022-2023,Nov,31,UTTAR PRADESH,3157,AZAMGARH,2022-11-01,5612374,200.197720499863,37,177,6666.938197229,19566,3,38426,5448212,2010238,139708,12578,651,670.69147,18244.825899229,144602,154540,299793,348181,4029,509860,689786,57992,10907.196232,2425385,54,57,60.5,104.01,
3872,2022-2023,Nov,31,UTTAR PRADESH,3163,SONBHADRA,2022-11-01,3197928,207.689222116957,33,309,3835.996559485,16218,2,36467,3512816,1151077,90955,1021743,88940,334.66513,11466.401914285,103463,140718,195161,299486,3701,268442,551105,52685,7295.7402248,1840874,70,89.11,84.64,101.2,
3873,2022-2023,Nov,31,UTTAR PRADESH,3171,CHANDAULI,2022-11-01,3692388,208.773945224574,40,227,2763.728743311,11553,1,22963,3437746,1057179,65454,20240,927,337.40851,10278.255204311,84469,113960,132790,200799,2119,218123,408576,34516,7177.117951,1227342,36,69.08,67.98,107.46,
3874,2022-2023,Nov,31,UTTAR PRADESH,3172,KUSHI NAGAR,2022-11-01,4512915,208.024509044819,37,305,4514.714338199,18672,1,27723,4290412,1158986,83673,25232,1955,493.57155,13933.394387199,115581,137577,222454,301851,3628,418026,619726,46395,8925.108499,1641942,24,59.27,60.65,105.45,
3875,2018-2019,May,31,UTTAR PRADESH,3109,BIJNOR,2018-05-01,133251,96.5711424598351,9,54,296.480199468,1979,460,5568,228682,92522,108936,244,586,45.85928,563.180299468,24327,29023,145261,244573,0,206306,325304,7547,220.84082,66907,46,64.53,63.27,136.5,
3876,2018-2019,May,31,UTTAR PRADESH,3111,RAMPUR,2018-05-01,241076,164.486495926102,14,14,425.294328625,559,157,3177,191831,37102,28273,293,150,49.406,790.236418625,13162,14010,85537,120328,0,159416,210496,3736,315.53609,33445,57,70.52,65.06,131.66,
3877,2018-2019,May,31,UTTAR PRADESH,3115,MEERUT,2018-05-01,84413,71.5515091467098,15,12,9.0702344,153,289,1177,41381,22101,12724,9,9,0.76728,39.4462444,2707,3191,18764,25640,0,52450,65367,1330,29.60873,15138,57,65.43,58.09,173.47,
3878,2018-2019,May,31,UTTAR PRADESH,3119,MATHURA,2018-05-01,154615,94.7593793185812,18,15,195.7232727,305,229,3413,234452,88580,40271,376,245,30.75007,448.6386027,12649,17352,57527,100749,0,129284,215305,3718,222.16526,82564,21,90.95,87.49,130.01,
3879,2018-2019,May,31,UTTAR PRADESH,3123,MAINPURI,2018-05-01,219334,104.430887574618,19,46,138.522516096,1192,76,6418,362178,123296,42049,358,146,29.05284,545.801056096,18356,21655,84352,128379,6,153361,218381,7610,378.2257,118752,79,76.71,44.43,104.04,
3880,2018-2019,May,31,UTTAR PRADESH,3130,HARDOI,2018-05-01,905498,194.577319990964,17,70,1040.672034053,6441,126,30454,792363,333873,145885,654,378,116.85815,2699.288874053,46607,52075,249975,353542,0,560034,725883,36895,1541.75869,231304,80,83.99,30.92,134.36,
3881,2018-2019,May,31,UTTAR PRADESH,3132,LUCKNOW,2018-05-01,190615,143.188136639572,15,18,309.979578453,1197,98,6641,213818,144495,85591,587,324,10.354,626.495588453,13440,15388,69163,124735,0,189784,293177,7838,306.16201,76459,80,76.31,46.8,127.65,
3882,2018-2019,May,31,UTTAR PRADESH,3134,FARRUKHABAD,2018-05-01,64343,212.713285026274,13,23,230.568218204,1577,114,5938,113993,18330,15111,63,65,48.65615,521.702623204,8495,9376,62301,87201,0,147811,190235,7515,242.478255,34819,71,68.01,42.66,116.6,
3883,2018-2019,May,31,UTTAR PRADESH,3135,ETAWAH,2018-05-01,68702,134.818587760297,17,12,195.880208411,1156,103,9850,182292,80888,42847,546,145,21.94072,463.584428411,10494,11372,62173,93202,0,140896,192225,11006,245.7635,60585,74,71.79,51.42,125.89,
3884,2018-2019,May,31,UTTAR PRADESH,3139,JHANSI,2018-05-01,567850,157.772117411877,24,86,582.866642655,2769,14,13308,603789,201206,84601,7027,1848,66.54064,1602.017972655,25145,35739,107698,224853,10,185648,370664,16077,952.61069,230868,54,55.56,46.79,117.15,
3885,2018-2019,May,31,UTTAR PRADESH,3147,GONDA,2018-05-01,1304847,162.171387013062,20,73,1888.984726353,2454,263,27481,1108252,250094,51558,2612,488,27.786,3714.038366353,52781,56022,172247,216200,1,311582,377130,29935,1797.26764,369053,70,72.65,63.19,137.86,
3886,2018-2019,May,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,2018-05-01,1277009,97.2533403869604,20,64,1643.475397297,2459,180,11856,2305197,514874,77634,2043,299,53.575,3938.931482297,113180,126519,243505,331859,0,361902,473678,14315,2241.881085,1104424,45,68.45,69.84,107.67,
3887,2018-2019,May,31,UTTAR PRADESH,3154,GORAKHPUR,2018-05-01,744821,133.535211740283,18,64,256.921468682,2832,93,18389,1042905,303760,70329,2874,718,62.65969,1712.226558682,57829,62879,162605,235420,4,369691,491017,21221,1392.6454,410577,77,63.46,60.29,114.21,
3888,2018-2019,May,31,UTTAR PRADESH,3155,DEORIA,2018-05-01,539184,140.36739997818,20,31,630.329433254,2430,87,9918,769932,242639,49680,23484,4638,64.37812,1775.441083254,38213,39803,127213,160414,1,235441,287767,12348,1080.73353,263508,50,82.25,72.83,102.78,
3889,2018-2019,May,31,UTTAR PRADESH,3156,MAU,2018-05-01,1249565,123.660849100424,21,154,1616.691796431,2904,15,13829,968790,285191,63759,6693,1197,88.36,2903.065736431,46061,50475,149834,207698,3,233804,311416,16733,1198.01394,414921,63,49.36,41.92,108.46,
3890,2018-2019,May,31,UTTAR PRADESH,3163,SONBHADRA,2018-05-01,359603,144.463365023293,17,79,905.614252092,1310,35,24886,563901,198683,123052,163973,120671,82.24049,1802.485102092,31893,43071,152290,376401,0,339005,753099,26196,814.63036,258547,85,74.96,38.56,103.92,
3891,2018-2019,May,31,UTTAR PRADESH,3169,AURAIYA,2018-05-01,120294,123.653919196251,16,7,153.138275176,390,129,13837,130588,70274,51948,546,571,16.24266,330.858115176,7780,8496,69317,105211,0,129039,182490,14227,161.47718,51410,84,76.8,11.12,123.18,
3892,2018-2019,May,31,UTTAR PRADESH,3170,KAUSHAMBI,2018-05-01,287291,123.973084621756,20,35,221.975874853,1127,47,16308,289760,151274,89080,135,70,36.4115,617.611784853,13836,17001,76844,146317,0,205502,335770,17435,359.22441,138833,92,91.93,24.34,113.33,
3893,2018-2019,May,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,2018-05-01,151271,130.301343207375,19,6,252.700013755,830,70,12143,248733,109784,44930,1444,370,0,576.802453755,12495,16210,49963,102058,0,130474,234345,12973,324.10244,106499,82,87,30.68,128.46,
3894,2018-2019,May,31,UTTAR PRADESH,3175,BALRAMPUR,2018-05-01,538155,116.607692917393,17,35,206.405070871,1610,164,6510,479428,97065,32021,8830,2771,38.8971,804.352100871,27512,30674,108438,160265,0,181449,251725,8120,559.04993,144581,64,73.26,68.45,159.81,
3895,2018-2019,May,31,UTTAR PRADESH,3180,KASHGANJ,2018-05-01,285010,91.6729482126348,14,52,358.86396464,526,67,1880,226059,50153,24942,277,71,21.59527,587.69418464,16003,18581,60748,112384,0,129178,205457,2406,207.23495,53484,35,71.08,74.32,109.03,
3896,2018-2019,May,31,UTTAR PRADESH,3184,SAMBHAL,2018-05-01,384510,120.069736695255,17,71,200.160194892,1383,168,3875,465924,154805,42919,82,13,19.44104,779.034954892,27259,31587,87958,129925,1,154365,212851,5258,559.43372,108481,56,83.78,76.22,124.18,
3897,2018-2019,May,31,UTTAR PRADESH,3117,BULANDSHAHR,2018-05-01,47047,108.970961773652,11,5,27.941020665,525,755,1655,31889,7245,11025,0,0,5.37812,68.068890665,2740,3027,28923,41059,0,106238,138330,2180,34.74975,8590,44,88.97,76.6,169.95,
3898,2018-2019,May,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2018-05-01,750365,136.456096973589,14,56,621.97947713,2372,170,15826,311425,100448,86532,51,80,42.46369,1089.40156713,21994,24939,154262,257456,0,305588,455368,18198,424.9584,85956,75,57.67,26.16,145.39,
3899,2018-2019,May,31,UTTAR PRADESH,3129,SITAPUR,2018-05-01,1083909,128.487913864882,21,263,755.109593001999,3586,97,73666,1667241,768527,326236,1856,904,144.41117,3041.723943002,77189,102046,346087,697091,4,615292,1089046,77252,2142.20318,574690,87,83.25,19.4,122.5,
3900,2018-2019,May,31,UTTAR PRADESH,3136,KANPUR DEHAT,2018-05-01,124699,167.342888540378,16,39,180.53384042,856,49,14464,181088,73547,55077,1041,842,25.37179,508.94352042,11293,12937,70603,127552,0,212262,327668,15320,303.03789,67046,81,81.91,32.88,113.3,
3901,2018-2019,May,31,UTTAR PRADESH,3141,HAMIRPUR,2018-05-01,87671,124.83280099253,19,19,708.415742471,1206,11,9784,265181,76540,51972,190,74,74.36996,1113.818572471,13418,18874,87028,177127,0,161008,312265,10990,331.03287,103934,60,79.3,63.9,156.66,
3902,2018-2019,May,31,UTTAR PRADESH,3143,FATEHPUR,2018-05-01,661441,145.370696254879,23,22,606.014988171,2742,109,22639,585188,262732,98207,30,31,64.104,1520.810858171,25400,28453,139395,210367,1,264766,369219,25381,850.69187,275055,88,70.13,36.84,113.3,
3903,2018-2019,May,31,UTTAR PRADESH,3152,MAHARAJGANJ,2018-05-01,722742,89.47330135384,21,394,1665.577864769,5079,73,10165,1717559,480864,103546,7318,2765,100.12151,3302.456114769,79133,96400,210103,386860,18,323251,552049,15244,1536.75674,663659,73,67.91,55.77,113.16,
3904,2018-2019,May,31,UTTAR PRADESH,3153,BASTI,2018-05-01,1031129,112.933999990189,24,87,1532.600331868,3038,88,26409,2038530,544220,96890,1109,146,90.60292,3925.396721868,84102,99773,230273,357740,10,356753,526910,29447,2302.19347,902052,59,90.6,82.82,141.2,
3905,2018-2019,May,31,UTTAR PRADESH,3158,JAUNPUR,2018-05-01,412400,183.67067063439,20,53,1738.003727463,6793,212,20805,800123,323942,97865,3566,1509,143.6836,3351.27860746299,38596,40699,172899,225441,1,387032,479767,27598,1469.59128,351111,74,89.16,68.5,107.01,
3906,2018-2019,May,31,UTTAR PRADESH,3159,BALLIA,2018-05-01,1316800,89.9157746434654,17,49,1032.113072177,1701,151,19203,637035,115130,36083,16775,4748,101.3548,1706.262827177,36816,40627,150066,218435,0,290264,395429,20904,572.794955,240668,76,80.05,59.85,202.05,
3907,2018-2019,May,31,UTTAR PRADESH,3160,GHAZIPUR,2018-05-01,535139,71.1089139764077,18,20,723.747655567,1183,502,14593,463710,127366,74585,4405,1341,49.88235,1103.369150567,25463,28297,158193,262251,1,340194,523455,15776,329.739145,173729,71,70.45,42.64,174.83,
3908,2018-2019,May,31,UTTAR PRADESH,3172,KUSHI NAGAR,2018-05-01,794603,137.413261939854,22,163,974.478335434,4083,38,23309,1574747,499211,100476,2342,421,131.61924,3270.008795434,69934,81710,187318,301927,8,397674,574147,27392,2163.91122,556328,58,90.67,80.18,127.34,
3909,2018-2019,May,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,2018-05-01,844258,105.722451463697,21,82,934.59276771,3187,60,15222,903705,351766,93768,1548,520,104.55286,1994.56470771,42410,49147,143171,247482,1,267679,425441,18409,955.41908,401623,75,71.92,57.37,102.23,
3910,2018-2019,May,31,UTTAR PRADESH,3177,CHITRAKOOT,2018-05-01,386339,143.251927381248,16,12,393.350148933,660,14,15227,184966,100512,83513,37,4,38.04395,696.361458933,11342,16644,79386,165189,0,124858,245284,15887,264.96736,82789,74,77.65,35.24,109.17,
3911,2018-2019,May,31,UTTAR PRADESH,3181,AMETHI,2018-05-01,545273,253.151994178249,16,20,643.6600519,2221,95,16822,262464,82466,57319,1506,836,91.00546,1399.0983619,15593,17622,108347,182111,0,218737,334927,19043,664.43285,90068,79,40.39,24.89,137.87,
3912,2018-2019,May,31,UTTAR PRADESH,3182,HAPUR,2018-05-01,0,30.3838646169313,15,5,0,30,236,115,23873,10496,3320,0,5,1.20762,8.46116,1544,1645,7391,8537,0,11223,12980,145,7.25354,6833,0,77.44,86.22,121.05,
3913,2018-2019,May,31,UTTAR PRADESH,3183,SHAMLI,2018-05-01,38758,111.726353574634,18,2,53.904409,65,86,756,50145,4242,2581,0,16,13.095246,123.024835,2731,3004,17261,21377,0,35558,42674,821,56.02518,12902,8,71.13,81.41,140.88,
3914,2018-2019,May,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,2018-05-01,74037,128.845658326533,13,7,99.714475732,197,166,1404,57593,17180,11633,178,85,7.05716,180.977715732,4318,4511,29510,37692,0,77164,96753,1601,74.20608,13205,4,49.85,50.46,112.79,
3915,2018-2019,May,31,UTTAR PRADESH,3118,ALIGARH,2018-05-01,244094,140.903572402676,13,51,1051.997274388,1377,159,3442,326307,102907,46232,410,163,44.44452,1556.220014388,24385,26813,104231,149640,0,192385,261322,4819,459.77822,71332,28,71.17,68.64,100.77,
3916,2018-2019,May,31,UTTAR PRADESH,3122,ETAH,2018-05-01,277807,128.385862559855,17,18,183.60562245,802,133,6390,193175,59563,33616,112,12,28.63689,460.25190245,10934,11993,67376,108603,0,147988,218147,7192,248.00939,54172,78,80.49,39.56,145.97,
3917,2018-2019,May,31,UTTAR PRADESH,3126,PILIBHIT,2018-05-01,153958,133.915707970128,15,70,1110.769565099,4967,60,6067,400370,84062,50626,571,505,80.98654,1727.914425099,25274,29202,130152,223058,0,275906,408087,11034,536.15832,101353,72,60.26,40.36,102.86,
3918,2018-2019,May,31,UTTAR PRADESH,3137,KANPUR NAGAR,2018-05-01,74602,158.050036843343,14,26,87.036807752,1282,89,7577,89297,33331,49394,1663,2384,13.9358,242.106549152,6097,6845,61971,115828,0,198917,306701,8859,141.1339414,34846,73,90.25,26.59,115.71,
3919,2018-2019,May,31,UTTAR PRADESH,3145,PRAYAGRAJ,2018-05-01,1099919,139.024154772214,18,47,940.205643459,4150,283,35481,660532,359341,163685,747,101,76.91165,1935.416323459,35192,43753,178260,298719,0,366553,568680,39631,918.29903,257460,83,77.2,13.06,116.49,
3920,2018-2019,May,31,UTTAR PRADESH,3148,BARABANKI,2018-05-01,319299,194.310058398662,17,21,927.948267159,4725,87,15944,548129,235634,135987,527,157,56.164,2049.182047159,30965,35867,195831,323610,6,446568,645179,20669,1065.06978,161968,71,67.3,44.07,102.21,
3921,2018-2019,May,31,UTTAR PRADESH,3165,BAGHPAT,2018-05-01,5392,198.594935258393,15,3,12.3458518,218,123,392,8727,3367,3704,0,11,0.112,29.7892318,566,643,7624,11403,0,31888,44273,610,17.33138,2210,7,35.42,41.52,112.71,
3922,2018-2019,May,31,UTTAR PRADESH,3166,HATHRAS,2018-05-01,89227,119.774711523554,12,16,66.112157587,437,172,1077,90302,26507,17571,89,44,12.34859,186.619707587,7443,7964,37875,59559,0,73028,106134,1514,108.15896,10115,18,80.74,78.24,101.62,
3923,2018-2019,May,31,UTTAR PRADESH,3171,CHANDAULI,2018-05-01,727010,123.996173699304,20,77,506.838372205,683,121,13327,488200,172589,77324,2947,1025,40.218,1152.405692205,23773,32871,95060,209205,22,231465,442432,14010,605.34932,189735,73,72.94,48.04,112.05,
3924,2018-2019,May,31,UTTAR PRADESH,3116,GHAZIABAD,2018-05-01,0,0,0,0,0,0,161,3,0,0,19,0,0,0,0,0,0,64,203,0,17599,25864,3,0,0,0,0,0,0,
3925,2018-2019,May,31,UTTAR PRADESH,3121,FIROZABAD,2018-05-01,381000,129.782530028557,17,21,150.217776084,1742,77,3308,275238,139041,38233,535,107,34.55503,541.983646084,15703,17870,65680,88714,0,134681,174046,5050,357.21084,84322,60,85.68,61.05,112.05,
3926,2018-2019,May,31,UTTAR PRADESH,3125,BAREILLY,2018-05-01,141530,176.115904462941,14,41,251.616760531,1617,371,5302,230319,62109,61517,24,44,61.89279,719.137940531,16291,18196,134970,221660,0,261146,389636,6919,405.62839,39930,48,71.25,61.63,148.23,
3927,2018-2019,May,31,UTTAR PRADESH,3128,KHERI,2018-05-01,692382,123.119996335585,17,159,113.7867804493,3158,133,42266,906011,358231,168067,7348,6898,17.19182,1246.4593104493,50813,63680,256515,427745,0,517509,754089,45424,1115.48071,296687,88,85.4,36.63,119,
3928,2018-2019,May,31,UTTAR PRADESH,3140,LALITPUR,2018-05-01,804715,132.628072844166,23,55,585.436197507999,644,0,9601,696830,171345,60541,54610,18588,12.59844,1522.226837508,30214,41964,116323,233310,46,172595,327439,10245,924.1922,262008,58,88.66,83.9,100.82,
3929,2018-2019,May,31,UTTAR PRADESH,3146,BAHRAICH,2018-05-01,1096362,145.783770511713,20,89,1015.06396073,4803,60,41727,1152756,229116,76351,4947,2813,109.866,2805.46112233,55680,66630,212380,350250,5,430502,628443,46530,1680.5311616,451246,82,71.73,40.22,119.94,
3930,2018-2019,May,31,UTTAR PRADESH,3149,AYODHYA,2018-05-01,583829,167.724325826441,16,38,1170.104479049,4709,55,14974,349057,149097,87294,991,363,57.584,1813.141979049,21336,24032,127781,211190,0,226939,346255,19683,585.4535,146702,68,65.07,35.95,124.24,
3931,2018-2019,May,31,UTTAR PRADESH,3161,VARANASI,2018-05-01,106144,161.761967365733,12,32,340.586823461,2302,185,6599,158974,69466,55016,878,528,31.0347,628.780993461,12422,14906,71032,134856,0,153449,249067,8901,257.15947,74798,72,71.24,36.17,106.6,
3932,2018-2019,May,31,UTTAR PRADESH,3162,MIRZAPUR,2018-05-01,311053,124.313256153048,20,35,501.940069577,1975,53,27391,546599,280133,118204,4893,2683,59.58165,1241.016734577,26284,33869,123429,235613,0,292985,495423,29366,679.495015,247040,85,67.27,32.77,143.81,
3933,2018-2019,May,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,2018-05-01,0,169.493006993007,10,0,0,3,144,121,286,64,519,0,14,0,0.48475,28,36,1146,1631,0,15858,18311,124,0.48475,88,42,35.29,35.29,105.15,
3934,2018-2019,May,31,UTTAR PRADESH,3168,KANNAUJ,2018-05-01,194603,183.550139257724,17,38,549.977382512,1634,47,12001,231585,80165,55051,53,54,43.27959,1018.331562512,13427,14783,82295,128143,0,146409,207662,13635,425.07459,56630,73,78.35,46.5,115.89,
3935,2018-2019,May,31,UTTAR PRADESH,3179,MAHOBA,2018-05-01,132095,97.8027091212948,18,4,32.807167641,394,57,7074,79583,27913,42660,202,190,18.2394,128.880897641,4269,6142,50517,143841,0,99144,261450,7468,77.83433,31394,78,86.33,29.74,134.52,
3936,2018-2019,May,31,UTTAR PRADESH,3110,MORADABAD,2018-05-01,369947,93.7320148056804,17,50,269.381524741,1350,168,6184,504401,119007,35776,90,17,18.11008,760.276824741,28281,33958,91715,147435,1,156821,232472,7534,472.78522,164718,77,93.49,64.02,107.97,
3937,2018-2019,May,31,UTTAR PRADESH,3112,SAHARANPUR,2018-05-01,82545,132.505962462885,9,33,297.417985275,791,172,3200,145829,66090,60921,192,205,42.86825,533.518355275,14777,16698,78978,122696,0,116965,171980,3991,193.23212,47609,15,74.11,76.71,102.76,
3938,2018-2019,May,31,UTTAR PRADESH,3120,AGRA,2018-05-01,226298,131.338693935181,15,23,302.288568613,928,168,3577,279052,91880,37622,2099,931,22.21608,691.007900813,17915,20591,72269,107532,0,154662,210701,4505,366.5032522,80022,55,87.11,78.69,106.96,
3939,2018-2019,May,31,UTTAR PRADESH,3124,BUDAUN,2018-05-01,200858,186.073778073677,15,90,326.651113699,1717,124,11359,366491,74980,43296,281,80,80.30182,1088.896583699,23579,25663,125551,179109,0,250100,335536,13076,681.94365,88008,69,75.67,52.99,109.34,
3940,2018-2019,May,31,UTTAR PRADESH,3131,UNNAO,2018-05-01,686028,136.463438799447,17,49,312.620073104,4596,69,19534,461254,177462,86895,806,537,53.41821,995.481353104,25786,28630,149196,222674,0,362481,478734,24130,629.44307,146260,87,82.6,26.55,107.3,
3941,2018-2019,May,31,UTTAR PRADESH,3133,RAE BARELI,2018-05-01,357424,117.295907810069,15,90,1786.239761004,4510,10,21686,713310,241093,115779,1777,826,131.10774,2754.030941004,45021,51508,177642,326564,0,309566,514929,26196,836.68344,293155,64,40.3,23.86,100.54,
